Source Group;Source;Souree A;Target group;Target;Target A;weight;p-value;error
Q4;The App developer;1,8;Q5;Share data for a common good (non profit);3;0,227;0,004;0,079
Q4;The state;1,6;Q5;Share data for a common good (non profit);3;0,175;0,03;0,08
Q4;Whoever was recorded;2,9;Q5;Let AI restrict other AI in collecting my data;3;0,272;0,001;0,078
Q4;Me, I have recorded it;4,2;Q5;Sell my data upon payment;2,6;0,225;0,005;0,079
Q4;The App developer;1,8;Q5;Take ownership of my data;3,4;0,061;0,449;0,081
Q4;The state;1,6;Q5;Decide which data I share with whom;3,9;-0,047;0,562;0,081
Q4;The state;1,6;Q5;Govern my data manually;3,1;0,067;0,407;0,081
Q4;The state;1,6;Q5;Let AI restrict other AI in collecting my data;3;0,064;0,429;0,081
Q4;The state;1,6;Q5;Sell my data upon payment;2,6;0,153;0,058;0,08
Q4;The App developer;1,8;Q5;Sell my data upon payment;2,6;0,224;0,005;0,079
Q4;The state;1,6;Q5;Share my data to increase my safety;3,3;0,157;0,052;0,08
Q4;Whoever was recorded;2,9;Q5;Sell my data upon payment;2,6;0,269;0,001;0,078
Q4;The state;1,6;Q5;Take ownership of my data;3,4;-0,011;0,895;0,081
Q4;Me, I have recorded it;4,2;Q5;Share my data with AI;2,3;0,174;0,03;0,08
Q4;The mobile device producer;1,8;Q5;Share my data with AI;2,3;0,289;0;0,077
Q4;The App developer;1,8;Q5;Share my data with AI;2,3;0,363;0;0,075
Q4;The state;1,6;Q5;Share my data with AI;2,3;0,241;0,003;0,078
Q4;Whoever was recorded;2,9;Q5;Share data for a common good (non profit);3;0,072;0,371;0,081
Q4;Whoever was recorded;2,9;Q5;Share my data to increase my safety;3,3;0,14;0,082;0,08
Q4;Whoever was recorded;2,9;Q5;Share my data with AI;2,3;0,063;0,433;0,081
Q4;Whoever was recorded;2,9;Q5;Take ownership of my data;3,4;-0,033;0,685;0,081
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;Publicly disclose data analysis results;;;;
;;;;Collect and store data;;;;
;;;;Share data with others;;;;
;;;;Use AI to design your profile;;;;
